seed,source_timestep,target_timestep,depth,state_gap,prediction_gap,proxy_reference_reconstruction_error,self_reconstruction_error,action_rmse_before_clip,action_rmse,reference_cumulative_reward,self_cumulative_reward,cumulative_reward_drop,reference_final_reward,self_final_reward,final_reward_drop,reference_success,self_success,final_agent_distance,final_block_pose_distance,reference_steps,self_steps
0,90,74,16,0.0004326781490817666,0.0004205618752166629,0.00458791246637702,0.00537812290713191,2.1494572162628174,2.149457070422664,4.957315055185354,4.956370654380081,0.0009444008052730268,0.6234833639845506,0.6235924520273154,-0.00010908804276477113,0,0,3.621226501252778,0.05485072861980143,8,8
1,90,74,16,0.00017154664965346456,0.00019122126104775816,0.001020353753119707,0.0010707504115998745,0.22315511107444763,0.22315510521560325,1.361095290846055,1.3616803928787413,-0.0005851020326863576,0.17814540927853176,0.17821087451876438,-6.546524023262612e-05,0,0,0.20836175638629728,0.03727644977669787,8,8
2,90,74,16,0.003915335983037949,0.0045659043826162815,0.0018541625468060374,0.00192209891974926,1.2134220600128174,1.2134220344870306,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9868737058159828,0.6247247141628837,8,8
3,90,74,16,0.00016136260819621384,0.00018336564244236797,0.0015514474362134933,0.0015748466830700636,0.399026483297348,0.39902646181960816,5.462951712740264,5.438491241166955,0.024460471573308773,0.7788302845693047,0.7766348970080141,0.0021953875612905627,0,0,0.1757498362091344,0.15088865159866213,8,8
4,90,74,16,0.00024150725221261382,0.0002602663589641452,0.0027503138408064842,0.0029266229830682278,0.3921883702278137,0.39218837610715396,2.279911408591812,2.267357794090489,0.012553614501323196,0.3405272004709755,0.3390072148442942,0.0015199856266813194,0,0,0.47379809632022707,0.16168376361228495,8,8
