seed,source_timestep,target_timestep,total_depth,reset_depth,oracle_error,free_error,reset_error,free_minus_oracle,reset_minus_oracle,reset_gain,pre_reset_state_gap,recovery_ratio
0,20,4,16,8,6.628300616284832e-05,0.00016511845751665533,0.00012459087884053588,9.8835451353807e-05,5.8307872677687556e-05,4.052757867611945e-05,2.2187532522366382e-05,0.4100510304854128
0,20,4,16,12,6.628300616284832e-05,0.00016511845751665533,9.865903848549351e-05,9.8835451353807e-05,3.237603232264519e-05,6.645941903116181e-05,4.84502779727336e-05,0.6724249054446382
1,90,86,4,1,0.0047544813714921474,0.004924347158521414,0.004872518591582775,0.00016986578702926636,0.00011803722009062767,5.182856693863869e-05,2.4122696231643204e-06,0.30511480766700294
1,90,86,4,2,0.0047544813714921474,0.004924347158521414,0.004831206984817982,0.00016986578702926636,7.672561332583427e-05,9.314017370343208e-05,8.726179657969624e-06,0.5483162638712225
1,90,86,4,3,0.0047544813714921474,0.004924347158521414,0.004789894912391901,0.00016986578702926636,3.541354089975357e-05,0.0001344522461295128,1.7910395399667323e-05,0.7915204614237467
1,90,82,8,2,0.002952911891043186,0.0031533727888017893,0.0030913501977920532,0.0002004608977586031,0.00013843830674886703,6.202259100973606e-05,8.726179657969624e-06,0.3093999463397807
1,90,82,8,4,0.002952911891043186,0.0031533727888017893,0.0030385837890207767,0.0002004608977586031,8.567189797759056e-05,0.00011478899978101254,2.931021481344942e-05,0.5726253901109558
1,90,82,8,6,0.002952911891043186,0.0031533727888017893,0.0029938097577542067,0.0002004608977586031,4.089786671102047e-05,0.00015956303104758263,5.685693395207636e-05,0.7959808263441478
1,90,74,16,4,0.0015341761754825711,0.0017305159708485007,0.0016620950773358345,0.0001963397953659296,0.00012791890185326338,6.842089351266623e-05,2.931021481344942e-05,0.3484820455534566
1,90,74,16,8,0.0015341761754825711,0.0017305159708485007,0.0016097243642434478,0.0001963397953659296,7.554818876087666e-05,0.00012079160660505295,8.845845150062814e-05,0.6152171360876015
1,90,74,16,12,0.0015341761754825711,0.0017305159708485007,0.00156882603187114,0.0001963397953659296,3.464985638856888e-05,0.00016168993897736073,0.00015772663755342364,0.8235209712631615
1,50,46,4,1,0.0004408727400004864,0.0004586413560900837,0.0004543123359326273,1.7768616089597344e-05,1.3439595932140946e-05,4.329020157456398e-06,2.3388172110117011e-07,0.24363293886409237
1,50,46,4,2,0.0004408727400004864,0.0004586413560900837,0.0004497894551604986,1.7768616089597344e-05,8.916715160012245e-06,8.8519009295851e-06,9.23657466955774e-07,0.4981761598624135
1,50,46,4,3,0.0004408727400004864,0.0004586413560900837,0.00044537518988363445,1.7768616089597344e-05,4.502449883148074e-06,1.326616620644927e-05,2.05241713047144e-06,0.7466066090659678
1,50,42,8,2,0.00038589522591792047,0.00042222716729156673,0.0004131564637646079,3.633194137364626e-05,2.7261237846687436e-05,9.070703526958823e-06,9.23657466955774e-07,0.249661955403747
1,50,42,8,4,0.00038589522591792047,0.00042222716729156673,0.0004040823259856552,3.633194137364626e-05,1.818710006773472e-05,1.814484130591154e-05,3.6039837141288444e-06,0.4994184351258776
1,50,42,8,6,0.00038589522591792047,0.00042222716729156673,0.00039484084118157625,3.633194137364626e-05,8.945615263655782e-06,2.7386326109990478e-05,7.900372111180332e-06,0.7537809727353415
1,50,34,16,4,0.0002923420106526464,0.00036946756881661713,0.00034981188946403563,7.712555816397071e-05,5.746987881138921e-05,1.96556793525815e-05,3.6039837141288444e-06,0.25485299322946975
1,50,34,16,8,0.0002923420106526464,0.00036946756881661713,0.00033037958201020956,7.712555816397071e-05,3.803757135756314e-05,3.908798680640757e-05,1.367008462693775e-05,0.506809775344583
1,50,34,16,12,0.0002923420106526464,0.00036946756881661713,0.0003111145051661879,7.712555816397071e-05,1.877249451354146e-05,5.835306365042925e-05,2.911606861744076e-05,0.7565982670280232
1,20,16,4,1,0.0001430906995665282,0.00016174728807527572,0.00015719405200798064,1.8656588508747518e-05,1.4103352441452444e-05,4.5532360672950745e-06,3.7048894796498644e-07,0.24405512643215546
1,20,16,4,2,0.0001430906995665282,0.00016174728807527572,0.00015250932483468205,1.8656588508747518e-05,9.418625268153846e-06,9.237963240593672e-06,1.4713928067067172e-06,0.4951582244665077
1,20,16,4,3,0.0001430906995665282,0.00016174728807527572,0.000147831131471321,1.8656588508747518e-05,4.740431904792786e-06,1.3916156603954732e-05,3.2855518838914577e-06,0.7459111078871606
1,20,12,8,2,0.00011884979176102206,0.0001594875066075474,0.0001499378413427621,4.063771484652534e-05,3.108804958174005e-05,9.54966526478529e-06,1.4713928067067172e-06,0.2349951344668638
1,20,12,8,4,0.00011884979176102206,0.0001594875066075474,0.00014003705291543156,4.063771484652534e-05,2.1187261154409498e-05,1.9450453692115843e-05,5.798839993076399e-06,0.4786305963702317
1,20,12,8,6,0.00011884979176102206,0.0001594875066075474,0.00012970813259016722,4.063771484652534e-05,1.0858340829145163e-05,2.9779374017380178e-05,1.2855654858867638e-05,0.7328013922497025
1,20,4,16,4,6.735291390214115e-05,0.00017501041293144226,0.0001538715441711247,0.00010765749902930111,8.651863026898354e-05,2.1138868760317564e-05,5.798839993076399e-06,0.19635296148356748
1,20,4,16,8,6.735291390214115e-05,0.00017501041293144226,0.00013036848395131528,0.00010765749902930111,6.301557004917413e-05,4.464192898012698e-05,2.2542844817508012e-05,0.41466622745877457
1,20,4,16,12,6.735291390214115e-05,0.00017501041293144226,0.00010242752614431083,0.00010765749902930111,3.507461224216968e-05,7.258288678713143e-05,4.981731763109565e-05,0.6742018664893615
2,90,86,4,1,0.004297574516385794,0.0044333734549582005,0.004394810181111097,0.00013579893857240677,9.723566472530365e-05,3.856327384710312e-05,2.177540636694175e-06,0.2839733082784114
2,90,86,4,2,0.004297574516385794,0.0044333734549582005,0.004357999190688133,0.00013579893857240677,6.0424674302339554e-05,7.537426427006721e-05,7.885601007728837e-06,0.5550431031526681
2,90,86,4,3,0.004297574516385794,0.0044333734549582005,0.004329929128289223,0.00013579893857240677,3.235461190342903e-05,0.00010344432666897774,1.6182621038751677e-05,0.7617462091857379
2,90,82,8,2,0.0026737970765680075,0.002826092764735222,0.0027792032342404127,0.0001522956881672144,0.00010540615767240524,4.688953049480915e-05,7.885601007728837e-06,0.3078848197154891
2,90,82,8,4,0.0026737970765680075,0.002826092764735222,0.002738311653956771,0.0001522956881672144,6.451457738876343e-05,8.778111077845097e-05,2.6446617994224653e-05,0.5763860542267679
2,90,82,8,6,0.0026737970765680075,0.002826092764735222,0.0027032995130866766,0.0001522956881672144,2.950243651866913e-05,0.00012279325164854527,5.111995051265694e-05,0.8062818660612593
2,90,74,16,4,0.0014064779970794916,0.0015514144906774163,0.0015008847694844007,0.0001449364935979247,9.440677240490913e-05,5.0529721193015575e-05,2.6446617994224653e-05,0.34863352864870945
2,90,74,16,8,0.0014064779970794916,0.0015514144906774163,0.0014629202196374536,0.0001449364935979247,5.644222255796194e-05,8.849427103996277e-05,7.92915016063489e-05,0.6105727332238282
2,90,74,16,12,0.0014064779970794916,0.0015514144906774163,0.0014330012490972877,0.0001449364935979247,2.652325201779604e-05,0.00011841324158012867,0.00014083730638958514,0.8170008714894438
2,50,46,4,1,0.00046017029671929777,0.00047728457138873637,0.0004731589579023421,1.71142746694386e-05,1.2988661183044314e-05,4.125613486394286e-06,2.391635973708617e-07,0.24106271320756
2,50,46,4,2,0.00046017029671929777,0.00047728457138873637,0.0004688063927460462,1.71142746694386e-05,8.636096026748419e-06,8.478178642690182e-06,9.464946515436168e-07,0.49538638396577117
2,50,46,4,3,0.00046017029671929777,0.00047728457138873637,0.00046444847248494625,1.71142746694386e-05,4.278175765648484e-06,1.2836098903790116e-05,2.1068926798761822e-06,0.750022957543849
2,50,42,8,2,0.0004103907849639654,0.00044679403072223067,0.0004380565951578319,3.640324575826526e-05,2.766581019386649e-05,8.737435564398766e-06,9.464946515436168e-07,0.24001803637014854
2,50,42,8,4,0.0004103907849639654,0.00044679403072223067,0.000429035717388615,3.640324575826526e-05,1.8644932424649596e-05,1.775831333361566e-05,3.7072563827678096e-06,0.48782225221177383
2,50,42,8,6,0.0004103907849639654,0.00044679403072223067,0.00041994318598881364,3.640324575826526e-05,9.552401024848223e-06,2.6850844733417034e-05,8.168562089849729e-06,0.7375947988736863
2,50,34,16,4,0.00032621200080029666,0.00040562261710874736,0.0003872209053952247,7.94106163084507e-05,6.1008904594928026e-05,1.8401711713522673e-05,3.7072563827678096e-06,0.23172860971190326
