seed,source_timestep,target_timestep,depth,state_gap,prediction_gap,proxy_reference_reconstruction_error,self_reconstruction_error,action_rmse_before_clip,action_rmse,reference_cumulative_reward,self_cumulative_reward,cumulative_reward_drop,reference_final_reward,self_final_reward,final_reward_drop,reference_success,self_success,final_agent_distance,final_block_pose_distance,reference_steps,self_steps
0,90,86,4,1.3496858628059272e-05,1.381520905852085e-05,0.002143705263733864,0.002162276767194271,0.2439296394586563,0.24392963283560878,3.4644624578244416,3.45802057309879,0.006441884725651548,0.40511171754473646,0.40242801208594564,0.0026837054587908193,0,0,0.15612860615459376,0.23840623653583354,8,8
